,act_symbol,sector
9332,TOON,Unknown
9333,AENT,Unknown
9334,ALCY,Unknown
9335,BGC,Unknown
9336,BTM,Unknown
9337,FIHL,Unknown
9338,FTRE,Unknown
9339,GENK,Unknown
9340,GODN,Unknown
9341,INTS,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
9342,KGS,Unknown
9343,SVV,RETAIL-MISCELLANEOUS RETAIL
9344,VTMX,Unknown
9345,ABL,Unknown
9346,ELVA,Unknown
9347,LZM,Unknown
9348,PHIN,Unknown
9349,PWM,Unknown
9350,APGE,Unknown
9351,CALY,Unknown
9352,CTCX,Unknown
9353,SGMT,Unknown
9354,SXTP,Unknown
9355,AEON,Unknown
9356,CSLR,Unknown
9357,ESHA,Unknown
9358,IPXX,Unknown
9359,ODD,Unknown
9360,PSQH,Unknown
9361,TSBX,Unknown
9362,ELWS,Unknown
9363,JNVR,Unknown
9364,PRZO,"AIRCRAFT PART &amp; AUXILIARY EQUIPMENT, NEC"
9365,SDOT,Unknown
9366,SRFM,Unknown
9367,WRNT,SERVICES-MISCELLANEOUS BUSINESS SERVICES
9368,ZLS,Unknown
9369,ALUR,Unknown
9370,CTNT,Unknown
9371,EICB,Unknown
9372,ELIQ,Unknown
9373,HRYU,Unknown
9374,LDWY,Unknown
9375,LLYVA,Unknown
9376,LLYVK,Unknown
9377,MAMA,Unknown
9378,MIRA,Unknown
9379,PXDT,Unknown
9380,RENB,Unknown
9381,FTEL,Unknown
9382,JTAI,Unknown
9383,LQR,Unknown
9384,NRXS,Unknown
9385,TLSI,Unknown
9386,ABLV,Unknown
9387,BOWN,Unknown
9388,SPGC,Unknown
9389,SRM,Unknown
9390,VFS,Unknown
9391,VTAK,Unknown
9392,BEEP,REAL ESTATE INVESTMENT TRUSTS
9393,BETR,Unknown
9394,BUJA,Unknown
9395,FMST,Unknown
9396,APOS,Unknown
9397,CLCO,Unknown
9398,EXTO,Unknown
9399,IVP,Unknown
9400,NCNC,Unknown
9401,DMK,Unknown
9402,ELUT,Unknown
9403,NETD,Unknown
9404,PODC,Unknown
9405,SCNI,Unknown
9406,WTO,Unknown
9407,SEZL,Unknown
9408,ARM,Unknown
9409,ARMN,Unknown
9410,CLDI,Unknown
9411,KVAC,Unknown
9412,MDAI,Unknown
9413,MI,Unknown
9414,NMRA,Unknown
9415,NWGL,Unknown
9416,RYZB,Unknown
9417,SHOT,Unknown
9418,SPPL,Unknown
9419,TKO,Unknown
9420,ABAT,Unknown
9421,AONC,Unknown
9422,CCG,Unknown
9423,CDT,Unknown
9424,DTCK,Unknown
9425,GFR,Unknown
9426,KVYO,Unknown
9427,MDBH,Unknown
9428,RDZN,Unknown
9429,SRBK,Unknown
9430,TURB,Unknown
9431,YHGJ,Unknown
9432,ANL,Unknown
9433,BTCT,Unknown
9434,COCH,Unknown
9435,ESLA,Unknown
9436,KLG,Unknown
9437,LRE,OPERATIVE BUILDERS
9438,PMTU,Unknown
9439,SGD,Unknown
9440,SYRA,Unknown
9441,VLTO,Unknown
9442,VSME,Unknown
9443,VSTS,Unknown
9444,FBYD,Unknown
9445,LAAC,Unknown
9446,MSS,Unknown
9447,NKGN,Unknown
9448,NVNI,Unknown
9449,ATPC,Unknown
9450,BIRK,Unknown
9451,GMM,Unknown
9452,GPAK,Unknown
9453,KGEI,Unknown
9454,LRHC,REAL ESTATE AGENTS &amp; MANAGERS (FOR OTHERS)
9455,MNY,Unknown
9456,NNAG,Unknown
9457,PMEC,SERVICES-TO DWELLINGS &amp; OTHER BUILDINGS
9458,ABVX,Unknown
9459,CPBI,Unknown
9460,EGOX,Unknown
9461,NATL,Unknown
9462,NCL,Unknown
9463,ULY,Unknown
9464,VYX,Unknown
9465,WBUY,Unknown
9466,PEPLW,BLANK CHECKS
9467,AIRE,Unknown
9468,CCIA,Unknown
9469,ATGL,Unknown
9470,BFX,Unknown
9471,BYON,Unknown
9472,CAUD,Unknown
9473,ENGN,Unknown
9474,LXEO,Unknown
9475,NLOP,Unknown
9476,PAPL,Unknown
9477,RMCO,Unknown
9478,ROI,Unknown
9479,CREV,Unknown
9480,AERT,Unknown
9481,BRNS,Unknown
9482,CRGX,Unknown
9483,GVH,Unknown
9484,HG,Unknown
9485,ONMD,Unknown
9486,OPTX,Unknown
9487,ABTS,Unknown
9488,BNRE.A,Unknown
9489,CAPT,Unknown
9490,DDC,Unknown
9491,MURA,Unknown
9492,RNAC,Unknown
9493,SGN,Unknown
9494,SHIM,Unknown
9495,ELAB,Unknown
9496,FEBO,Unknown
9497,GSIW,Unknown
9498,QETA,Unknown
9499,SOAR,Unknown
9500,SYRE,Unknown
9501,WS,Unknown
9502,XBP,Unknown
9503,SPKL,Unknown
9504,AAGR,AGRICULTURE PRODUCTION - CROPS
9505,ECO,Unknown
9506,BNZI,Unknown
9507,CHAI,Unknown
9508,ECDA,Unknown
9509,FGN,Unknown
9510,INHD,Unknown
9511,SVMH,Unknown
9512,ZKH,Unknown
9513,AISP,Unknown
9514,CDLR,Unknown
9515,HGAS,Unknown
9516,LDTC,Unknown
9517,LGCB,Unknown
9518,MOBX,Unknown
9519,MSAI,Unknown
9520,ONCO,Unknown
9521,VSTE,Unknown
9522,ALCE,Unknown
9523,BAYA,Unknown
9524,ELPC,Unknown
9525,FLYX,Unknown
9526,NBBK,Unknown
9527,ZCAR,Unknown
9528,AITR,Unknown
9529,ANSC,Unknown
9530,PNST,Unknown
9531,HWH,Unknown
9532,ROMA,Unknown
9533,SDHC,Unknown
9534,SYNX,Unknown
9535,TCTM,Unknown
9536,TLPH,Unknown
9537,CCTG,Unknown
9538,GORV,Unknown
9539,GXAI,Unknown
9540,HOVR,Unknown
9541,KSPI,Unknown
9542,NEXN,Unknown
9543,PSBD,Unknown
9544,AFJK,Unknown
9545,AVBP,Unknown
9546,BTSG,Unknown
9547,CGON,Unknown
9548,ECCF,Unknown
9549,JL,Unknown
9550,MFAN,Unknown
9551,MSDL,Unknown
9552,NCDL,Unknown
9553,NEUE,Unknown
9554,OBDE,Unknown
9555,PBM,Unknown
9556,SOGP,Unknown
9557,SUGP,Unknown
9558,YIBO,Unknown
9559,RR,Unknown
9560,AMIX,Unknown
9561,ANRO,Unknown
9562,ARQ,Unknown
9563,DAY,Unknown
9564,FBLG,Unknown
9565,GUTS,Unknown
9566,LFWD,Unknown
9567,RWTN,Unknown
9568,TRUG,Unknown
9569,XTKG,Unknown
9570,AHR,Unknown
9571,ATCH,Unknown
9572,BRLS,Unknown
9573,DHAI,Unknown
9574,GRYP,Unknown
9575,HLXB,Unknown
9576,KYTX,Unknown
9577,MGX,Unknown
9578,MITN,Unknown
9579,PLMJ,Unknown
9580,PMNT,Unknown
9581,SCPX,Unknown
9582,TBBB,Unknown
9583,TELO,Unknown
9584,AXIL,Unknown
9585,CERO,Unknown
9586,CHRO,Unknown
9587,IROH,Unknown
9588,IROHR,Unknown
9589,PRKS,Unknown
9590,SELX,Unknown
9591,SOC,Unknown
9592,TVGN,Unknown
9593,UMAC,Unknown
9594,ASTH,Unknown
9595,LOT,Unknown
9596,VHAI,Unknown
9597,WETH,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
9598,CRML,Unknown
9599,FUFU,Unknown
9600,MTUS,Unknown
9601,SMXT,CONSTRUCTION SPECIAL TRADE CONTRACTORS
9602,RYDE,Unknown
9603,LGCL,Unknown
9604,QTI,Unknown
9605,AS,Unknown
9606,AIRJ,Unknown
9607,ATHS,Unknown
9608,BNAI,Unknown
9609,GTI,Unknown
9610,NMHI,Unknown
9611,XTIA,Unknown
9612,ALAB,Unknown
9613,AQNU,ELECTRIC SERVICES
9614,AUNA,Unknown
9615,COOT,Unknown
9616,CPAY,Unknown
9617,DEC,Unknown
9618,FLUT,Unknown
9619,GRDI,Unknown
9620,HSHP,Unknown
9621,INDV,Unknown
9622,INTJ,Unknown
9623,KWESW,Unknown
9624,LOBO,Unknown
9625,MRNO,Unknown
9626,NITO,Unknown
9627,RDDT,Unknown
9628,ZEO,Unknown
9629,HPH,Unknown
9630,AACIW,BLANK CHECKS
9631,AAGRW,Unknown
9632,ABLLL,Unknown
9633,ABLLW,Unknown
9634,ABR$D,Unknown
9635,ABR$E,Unknown
9636,ABR$F,Unknown
9637,ACGLN,"FIRE, MARINE &amp; CASUALTY INSURANCE"
9638,ACGLO,"FIRE, MARINE &amp; CASUALTY INSURANCE"
9639,ACHR.W,Unknown
9640,ACONW,SERVICES-MEDICAL LABORATORIES
9641,ACP$A,Unknown
9642,ACR$C,Unknown
9643,ACR$D,Unknown
9644,ADC$A,Unknown
9645,ADNWW,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT &amp; SUPPLIES"
9646,ADRT.U,Unknown
9647,ADSEW,MISCELLANEOUS TRANSPORTATION EQUIPMENT
9648,ADTHW,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
9649,ADVWW,"SERVICES-BUSINESS SERVICES, NEC"
9650,AEL$A,Unknown
9651,AEL$B,Unknown
9652,AEON.W,Unknown
9653,AERTW,Unknown
9654,AEVA.W,Unknown
9655,AFJKR,Unknown
9656,AFJKU,Unknown
9657,AFRIW,GRAIN MILL PRODUCTS
9658,AGM$C,Unknown
9659,AGM$D,Unknown
9660,AGM$E,Unknown
9661,AGM$F,Unknown
9662,AGM$G,Unknown
9663,AGNCL,REAL ESTATE INVESTMENT TRUSTS
9664,AGNCM,REAL ESTATE INVESTMENT TRUSTS
9665,AGNCN,REAL ESTATE INVESTMENT TRUSTS
9666,AGNCO,REAL ESTATE INVESTMENT TRUSTS
9667,AGNCP,REAL ESTATE INVESTMENT TRUSTS
9668,AGRIW,FINANCE SERVICES
9669,AHH$A,Unknown
9670,AHL$C,Unknown
9671,AHL$D,Unknown
9672,AHL$E,Unknown
9673,AHT$D,Unknown
9674,AHT$F,Unknown
9675,AHT$G,Unknown
9676,AHT$H,Unknown
9677,AHT$I,Unknown
9678,AIRJW,Unknown
9679,AIRTP,Unknown
9680,AISPW,Unknown
9681,AITRU,Unknown
9682,AL$A,Unknown
9683,ALB$A,Unknown
9684,ALL$B,Unknown
9685,ALL$H,Unknown
9686,ALL$I,Unknown
9687,ALL$J,Unknown
9688,ALTG$A,Unknown
9689,ALUR.W,Unknown
9690,AMH$G,Unknown
9691,AMH$H,Unknown
9692,AMPGW,"COMMUNICATIONS EQUIPMENT, NEC"
9693,AMPX.W,Unknown
9694,ANGHW,"COMMUNICATION SERVICES, NEC"
9695,ANSCU,Unknown
9696,AONCW,Unknown
9697,APACU,SERVICES-PREPACKAGED SOFTWARE
9698,APACW,SERVICES-PREPACKAGED SOFTWARE
9699,APCXW,SERVICES-PREPACKAGED SOFTWARE
9700,APO$A,Unknown
9701,APXIW,BLANK CHECKS
9702,AQUNR,Unknown
9703,ARBEW,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
9704,ARBKL,FINANCE SERVICES
9705,ARGO$A,Unknown
9706,ARKOW,RETAIL-CONVENIENCE STORES
9707,ARQQW,SERVICES-PREPACKAGED SOFTWARE
9708,ARR$C,Unknown
9709,ARRWU,SERVICES-PREPACKAGED SOFTWARE
9710,ARRWW,SERVICES-PREPACKAGED SOFTWARE
9711,ASB$E,Unknown
9712,ASB$F,Unknown
9713,ASCAR,BLANK CHECKS
9714,ASCAU,BLANK CHECKS
9715,ASCBW,BLANK CHECKS
9716,ASTLW,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS)"
9717,ASTSW,"COMMUNICATION SERVICES, NEC"
9718,ATCO$D,Unknown
9719,ATCO$H,Unknown
9720,ATCOL,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
9721,ATH$A,Unknown
9722,ATH$B,Unknown
9723,ATH$C,Unknown
9724,ATH$D,Unknown
9725,ATH$E,Unknown
9726,ATLCL,PERSONAL CREDIT INSTITUTIONS
9727,ATLCP,PERSONAL CREDIT INSTITUTIONS
9728,ATLCZ,Unknown
9729,ATMCW,Unknown
9730,ATMVR,Unknown
9731,ATNFW,FINANCE SERVICES
9732,AUB$A,Unknown
9733,AUROW,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
9734,AVPTW,SERVICES-PREPACKAGED SOFTWARE
9735,AWINW,Unknown
9736,AXS$E,Unknown
9737,BAC$B,Unknown
9738,BAC$E,Unknown
9739,BAC$K,Unknown
9740,BAC$L,Unknown
9741,BAC$M,Unknown
9742,BAC$N,Unknown
9743,BAC$O,Unknown
9744,BAC$P,Unknown
9745,BAC$Q,Unknown
9746,BAC$S,Unknown
9747,BAERW,Unknown
9748,BANC$F,Unknown
9749,BARK.W,Unknown
9750,BAYAR,Unknown
9751,BAYAU,Unknown
9752,BBAI.W,Unknown
9753,BC$A,Unknown
9754,BC$B,Unknown
9755,BC$C,Unknown
9756,BCG,Unknown
9757,BCGWW,Unknown
9758,BCSAU,BLANK CHECKS
9759,BCTXW,PHARMACEUTICAL PREPARATIONS
9760,BEEMW,SEMICONDUCTORS &amp; RELATED DEVICES
9761,BEP$A,Unknown
9762,BEPJ,Unknown
9763,BETRW,Unknown
9764,BFAC.W,Unknown
9765,BFIIW,RETAIL-EATING PLACES
9766,BFLY.W,Unknown
9767,BFRGW,Unknown
9768,BFRIW,PHARMACEUTICAL PREPARATIONS
9769,BFS$D,Unknown
9770,BFS$E,Unknown
9771,BHFAM,LIFE INSURANCE
9772,BHFAN,LIFE INSURANCE
9773,BHFAO,LIFE INSURANCE
9774,BHFAP,LIFE INSURANCE
9775,BHR$B,Unknown
9776,BHR$D,Unknown
9777,BIAFW,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
9778,BIP$A,Unknown
9779,BIP$B,Unknown
9780,BITE.W,Unknown
9781,BKHAU,Unknown
9782,BKKT.W,Unknown
9783,BKSY.W,Unknown
9784,BLACW,Unknown
9785,BLDEW,SERVICES-HEALTH SERVICES
9786,BLUA.W,Unknown
9787,BML$G,Unknown
9788,BML$H,Unknown
9789,BML$J,Unknown
9790,BML$L,Unknown
9791,BMTX.W,Unknown
9792,BNAIW,Unknown
9793,BNIXR,SERVICES-PREPACKAGED SOFTWARE
9794,BNIXW,SERVICES-PREPACKAGED SOFTWARE
9795,BNZIW,Unknown
9796,BOH$A,Unknown
9797,BOWNR,Unknown
9798,BPOPM,STATE COMMERCIAL BANKS
9799,BPYPM,REAL ESTATE
9800,BPYPN,REAL ESTATE
9801,BPYPO,REAL ESTATE
9802,BPYPP,REAL ESTATE
9803,BREZR,BLANK CHECKS
9804,BREZW,BLANK CHECKS
9805,BRKHW,SEMICONDUCTORS &amp; RELATED DEVICES
9806,BRLSW,Unknown
9807,BROGW,PETROLEUM REFINING
9808,BTBDW,RETAIL-EATING PLACES
9809,BTCTW,Unknown
9810,BTMWW,Unknown
9811,BTSGU,Unknown
9812,BUJAR,Unknown
9813,BUJAW,Unknown
9814,BW$A,Unknown
9815,BWAQR,BLANK CHECKS
9816,BWBBP,STATE COMMERCIAL BANKS
9817,BZFDW,"COMMUNICATION SERVICES, NEC"
9818,C$N,Unknown
9819,CADE$A,Unknown
9820,CAPTW,Unknown
9821,CCGWW,Unknown
9822,CCLDP,Unknown
9823,CCNEP,STATE COMMERCIAL BANKS
9824,CDIOW,Unknown
9825,CDR$B,Unknown
9826,CDR$C,Unknown
9827,CEADW,AGRICULTURE SERVICES
9828,CELG.R,Unknown
9829,CELUW,PHARMACEUTICAL PREPARATIONS
9830,CEROW,Unknown
9831,CETUR,Unknown
9832,CFG$D,Unknown
9833,CFG$E,Unknown
9834,CFR$B,Unknown
9835,CGABL,INVESTMENT ADVICE
9836,CGBDL,Unknown
9837,CHKEL,CRUDE PETROLEUM &amp; NATURAL GAS
9838,CHKEZ,CRUDE PETROLEUM &amp; NATURAL GAS
9839,CHMI$A,Unknown
9840,CHMI$B,Unknown
9841,CHSCL,WHOLESALE-FARM PRODUCT RAW MATERIALS
9842,CHSCM,WHOLESALE-FARM PRODUCT RAW MATERIALS
9843,CHSCN,WHOLESALE-FARM PRODUCT RAW MATERIALS
9844,CHSCO,WHOLESALE-FARM PRODUCT RAW MATERIALS
9845,CHSCP,WHOLESALE-FARM PRODUCT RAW MATERIALS
9846,CIFRW,FINANCE SERVICES
9847,CIM$A,Unknown
9848,CIM$B,Unknown
9849,CIM$C,Unknown
9850,CIM$D,Unknown
9851,CIO$A,Unknown
9852,CLBR.W,Unknown
9853,CLBTW,SERVICES-PREPACKAGED SOFTWARE
9854,CLDI.W,Unknown
9855,CLDT$A,Unknown
9856,CLRCR,BLANK CHECKS
9857,CLRCW,BLANK CHECKS
9858,CLVRW,PHARMACEUTICAL PREPARATIONS
9859,CLVT$A,Unknown
9860,CMCAW,Unknown
9861,CMPOW,FINANCE SERVICES
9862,CMRE$B,Unknown
9863,CMRE$C,Unknown
9864,CMRE$D,Unknown
9865,CMRE$E,Unknown
9866,CMS$B,Unknown
9867,CMS$C,Unknown
9868,CNDA.W,Unknown
9869,CNO$A,Unknown
9870,CNOBP,STATE COMMERCIAL BANKS
9871,COCHW,Unknown
9872,CODI$A,Unknown
9873,CODI$B,Unknown
9874,CODI$C,Unknown
9875,COF$I,Unknown
9876,COF$J,Unknown
9877,COF$K,Unknown
9878,COF$L,Unknown
9879,COF$N,Unknown
9880,COOLW,BLANK CHECKS
9881,COOTW,Unknown
9882,CORZW,FINANCE SERVICES
9883,CORZZ,Unknown
9884,CRESW,REAL ESTATE
9885,CREVW,Unknown
9886,CRGOW,Unknown
9887,CRMLW,Unknown
9888,CSLMR,Unknown
9889,CSR$C,Unknown
9890,CSSEL,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION
9891,CSSEN,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION
9892,CSSEP,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION
9893,CSWCZ,Unknown
9894,CTA$A,Unknown
9895,CTA$B,Unknown
9896,CTCXW,Unknown
9897,CTO$A,Unknown
9898,CTV.W,Unknown
9899,CUBI$E,Unknown
9900,CUBI$F,Unknown
9901,CURIW,SERVICES-MOTION PICTURE &amp; VIDEO TAPE PRODUCTION
9902,CVE.W,Unknown
9903,CVIIU,Unknown
9904,CVIIW,Unknown
9905,CXAIW,Unknown
9906,CYCCP,PHARMACEUTICAL PREPARATIONS
9907,DATSW,TELEGRAPH &amp; OTHER MESSAGE COMMUNICATIONS
9908,DAVEW,FINANCE SERVICES
9909,DBRG$H,Unknown
9910,DBRG$I,Unknown
9911,DBRG$J,Unknown
9912,DC.W,Unknown
9913,DCFCW,MISCELLANEOUS TRANSPORTATION EQUIPMENT
9914,DCOMP,NATIONAL COMMERCIAL BANKS
9915,DFLIW,Unknown
9916,DHAIW,Unknown
9917,DHCNL,REAL ESTATE INVESTMENT TRUSTS
9918,DJT,Unknown
9919,DJTWW,Unknown
9920,DLNG$A,Unknown
9921,DLNG$B,Unknown
9922,DLR$J,Unknown
9923,DLR$K,Unknown
9924,DLR$L,Unknown
9925,DMYY.W,Unknown
9926,DNA.W,Unknown
9927,DRH$A,Unknown
9928,DSX$B,Unknown
9929,DSX.W,Unknown
9930,DTSTW,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
9931,DUK$A,Unknown
9932,DX$C,Unknown
9933,DXYZ,Unknown
9934,DYCQU,Unknown
9935,ECC$D,Unknown
9936,ECF$A,Unknown
9937,ECXWW,Unknown
9938,EFC$A,Unknown
9939,EFC$B,Unknown
9940,EFC$C,Unknown
9941,EFC$D,Unknown
9942,EFC$E,Unknown
9943,EFSCP,STATE COMMERCIAL BANKS
9944,EFTRW,PHARMACEUTICAL PREPARATIONS
9945,ENGNW,Unknown
9946,EOSEW,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT &amp; SUPPLIES"
9947,EP$C,Unknown
9948,EPR$C,Unknown
9949,EPR$E,Unknown
9950,EPR$G,Unknown
9951,EQC$D,Unknown
9952,EQH$A,Unknown
9953,EQH$C,Unknown
9954,ESGLW,Unknown
9955,ET$E,Unknown
9956,ET$I,Unknown
9957,ETI$,Unknown
9958,ETWO.W,Unknown
9959,EUDAW,Unknown
9960,EVEX.W,Unknown
9961,EVGOW,"SERVICES-AUTOMOTIVE REPAIR, SERVICES &amp; PARKING"
9962,EVGRW,Unknown
9963,EVLVW,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
9964,EVTL.W,Unknown
9965,F$B,Unknown
9966,F$C,Unknown
9967,F$D,Unknown
9968,FATBP,RETAIL-EATING PLACES
9969,FATBW,RETAIL-EATING PLACES
9970,FBIOP,PHARMACEUTICAL PREPARATIONS
9971,FBRT$E,Unknown
9972,FBYDW,Unknown
9973,FCNCO,STATE COMMERCIAL BANKS
9974,FCNCP,STATE COMMERCIAL BANKS
9975,FFIEW,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
9976,FGBIP,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
9977,FHN$B,Unknown
9978,FHN$C,Unknown
9979,FHN$D,Unknown
9980,FHN$E,Unknown
9981,FHN$F,Unknown
9982,FIACW,"INVESTORS, NEC"
9983,FITBO,STATE COMMERCIAL BANKS
9984,FITBP,STATE COMMERCIAL BANKS
9985,FLYX.W,Unknown
9986,FORLW,Unknown
9987,FOSLL,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS"
9988,FREY.W,Unknown
9989,FRT$C,Unknown
9990,FTAIM,Unknown
9991,FTAIN,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL &amp; LEASING
9992,FTAIO,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL &amp; LEASING
9993,FTAIP,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL &amp; LEASING
9994,FUFUW,Unknown
9995,FULTP,NATIONAL COMMERCIAL BANKS
9996,GAB$G,Unknown
9997,GAB$H,Unknown
9998,GAB$K,Unknown
9999,GAINL,Unknown
10000,GAINN,Unknown
10001,GAINZ,Unknown
10002,GAM$B,Unknown
10003,GB.W,Unknown
10004,GBBKW,BLANK CHECKS
10005,GCMGW,INVESTMENT ADVICE
10006,GCTS,Unknown
10007,GCTS.W,Unknown
10008,GDL$C,Unknown
10009,GDSTR,ELECTRICAL INDUSTRIAL APPARATUS
10010,GDV$H,Unknown
10011,GDV$K,Unknown
10012,GE.V,Unknown
10013,GECCM,Unknown
10014,GECCZ,Unknown
10015,GEGGL,SERVICES-PREPACKAGED SOFTWARE
10016,GEV.V,Unknown
10017,GFAIW,"SERVICES-DETECTIVE, GUARD &amp; ARMORED CAR SERVICES"
10018,GGROW,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
10019,GGT$G,Unknown
10020,GHIXW,BLANK CHECKS
10021,GL$D,Unknown
10022,GLACR,Unknown
10023,GLADZ,Unknown
10024,GLLIW,BLANK CHECKS
10025,GLOG$A,Unknown
10026,GLOP$A,Unknown
10027,GLOP$B,Unknown
10028,GLOP$C,Unknown
10029,GLP$A,Unknown
10030,GLP$B,Unknown
10031,GLSTR,Unknown
10032,GLSTW,Unknown
10033,GMFIU,BLANK CHECKS
10034,GMRE$A,Unknown
10035,GNL$A,Unknown
10036,GNL$B,Unknown
10037,GNL$D,Unknown
10038,GNL$E,Unknown
10039,GNT$A,Unknown
10040,GODNR,Unknown
10041,GOEVW,MOTOR VEHICLE PARTS &amp; ACCESSORIES
10042,GOODN,"LESSORS OF REAL PROPERTY, NEC"
10043,GOODO,Unknown
10044,GPACW,PRIMARY SMELTING &amp; REFINING OF NONFERROUS METALS
10045,GPMT$A,Unknown
10046,GRABW,"SERVICES-BUSINESS SERVICES, NEC"
10047,GRBK$A,Unknown
10048,GRDIW,Unknown
10049,GREEL,FINANCE SERVICES
10050,GRP.U,Unknown
10051,GRRRW,SERVICES-PREPACKAGED SOFTWARE
10052,GS$A,Unknown
10053,GS$C,Unknown
10054,GS$D,Unknown
10055,GS$K,Unknown
10056,GSL$B,Unknown
10057,GTACW,"SERVICES-BUSINESS SERVICES, NEC"
10058,GTLS$B,Unknown
10059,GUT$C,Unknown
10060,GWH.W,Unknown
10061,HBANL,Unknown
10062,HBANM,NATIONAL COMMERCIAL BANKS
10063,HBANP,NATIONAL COMMERCIAL BANKS
10064,HCVIU,BLANK CHECKS
10065,HCVIW,BLANK CHECKS
10066,HFRO$A,Unknown
10067,HGTY.W,Unknown
10068,HHGCR,BLANK CHECKS
10069,HHGCW,BLANK CHECKS
10070,HIG$G,Unknown
10071,HIPO.W,Unknown
10072,HL$B,Unknown
10073,HNRA.W,Unknown
10074,HOFVW,SERVICES-MISCELLANEOUS AMUSEMENT &amp; RECREATION
10075,HOLOW,Unknown
10076,HOVNP,OPERATIVE BUILDERS
10077,HOVRW,Unknown
10078,HPKEW,DRILLING OIL &amp; GAS WELLS
10079,HPP$C,Unknown
10080,HROWM,Unknown
10081,HTIBP,REAL ESTATE INVESTMENT TRUSTS
10082,HTLFP,STATE COMMERCIAL BANKS
10083,HTOOW,MISC INDUSTRIAL &amp; COMMERCIAL MACHINERY &amp; EQUIPMENT
10084,HTZWW,SERVICES-AUTO RENTAL &amp; LEASING (NO DRIVERS)
10085,HUBCW,Unknown
10086,HUDAR,Unknown
10087,HUMAW,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
10088,HWCPZ,STATE COMMERCIAL BANKS
10089,HWM$,ROLLING DRAWING &amp; EXTRUDING OF NONFERROUS METALS
10090,HYAC.U,Unknown
10091,HYMCL,GOLD &amp; SILVER ORES
10092,HYMCW,GOLD &amp; SILVER ORES
10093,HYZNW,ELECTRICAL INDUSTRIAL APPARATUS
10094,IBACU,Unknown
10095,ICR$A,Unknown
10096,ICUCW,Unknown
10097,IGTAR,BLANK CHECKS
10098,IGTAW,BLANK CHECKS
10099,IIPR$A,Unknown
10100,IMAQU,SERVICES-MOTION PICTURE &amp; VIDEO TAPE PRODUCTION
10101,IMPPP,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
10102,IMTXW,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
10103,INN$E,Unknown
10104,INN$F,Unknown
10105,INTEW,BLANK CHECKS
10106,INVZW,MOTOR VEHICLE PARTS &amp; ACCESSORIES
10107,IONQ.W,Unknown
10108,IPXXU,Unknown
10109,ISPOW,BLANK CHECKS
10110,IVCBW,Unknown
10111,IVR$B,Unknown
10112,IVR$C,Unknown
10113,IXAQW,"COMMUNICATION SERVICES, NEC"
10114,JFBRW,RETAIL-MISCELLANEOUS RETAIL
10115,JOBY.W,Unknown
10116,JPM$C,Unknown
10117,JPM$D,Unknown
10118,JPM$J,Unknown
10119,JPM$K,Unknown
10120,JPM$L,Unknown
10121,JPM$M,Unknown
10122,JSPRW,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
10123,JTAIW,Unknown
10124,JVSA,Unknown
10125,JVSAR,Unknown
10126,JWSM.W,Unknown
10127,JXN$A,Unknown
10128,KACLR,Unknown
10129,KCGI.W,Unknown
10130,KEY$I,Unknown
10131,KEY$J,Unknown
10132,KEY$K,Unknown
10133,KEY$L,Unknown
10134,KIM$L,Unknown
10135,KIM$M,Unknown
10136,KIM$N,Unknown
10137,KITTW,"GENERAL INDUSTRIAL MACHINERY &amp; EQUIPMENT, NEC"
10138,KPLTW,"SERVICES-EQUIPMENT RENTAL &amp; LEASING, NEC"
10139,KREF$A,Unknown
10140,KTTAW,PHARMACEUTICAL PREPARATIONS
10141,KVACU,Unknown
10142,KVACW,Unknown
10143,KYCHR,Unknown
10144,KYCHW,BLANK CHECKS
10145,LANDM,REAL ESTATE INVESTMENT TRUSTS
10146,LANDO,REAL ESTATE INVESTMENT TRUSTS
10147,LANDP,Unknown
